扩展名,用途,变种,出处
.sys,Windows 设备驱动/系统文件,SYS,https://en.wikipedia.org/wiki/SYS_(file_extension)
.syslog,Syslog 系统日志,syslog RFC 5424,https://en.wikipedia.org/wiki/Syslog
.syx,SysEx MIDI 系统专用数据,SysEx dump,https://en.wikipedia.org/wiki/System_exclusive
.t,Perl test,Perl test file;Test::More,https://en.wikipedia.org/wiki/Perl
.t42,Type 42 PostScript 字体,T42,https://en.wikipedia.org/wiki/PostScript_fonts
.t64,Commodore 64 磁带档案格式,t64 v1/v2,https://en.wikipedia.org/wiki/T64
.tak,Tom's Audio Kompressor 无损,TAK v1/v2,https://en.wikipedia.org/wiki/Tom%27s_Audio_Kompressor
.tap,"Commodore 磁带镜像文件, 顺序字节流","tap v0/v1, turbo loader",https://en.wikipedia.org/wiki/TAP_(file_format)
.tar,Unix Tape ARchive,TAR/USTAR/PAX/GNU,https://en.wikipedia.org/wiki/Tar_(file_format)
.tar,"Tape Archive, 通用归档","tar, ustar, pax, gnu",https://en.wikipedia.org/wiki/Tar_(computing)
.tar.bz2,bzip2 压缩 tar,TBZ2/TBZ,https://en.wikipedia.org/wiki/Bzip2
.tar.gz,gzip 压缩 tar,TGZ,https://en.wikipedia.org/wiki/Gzip
.tar.gz,gzip 压缩 tar 存档,"tar.gz, tgz",https://en.wikipedia.org/wiki/Tar_(computing)
.tar.lrz,lrzip 压缩 tar,TAR.LRZ,https://en.wikipedia.org/wiki/Lrzip
.tar.lz,lzip 压缩 tar,TAR.LZ,https://en.wikipedia.org/wiki/Lzip
.tar.lzma,LZMA 压缩 tar,TAR.LZMA,https://en.wikipedia.org/wiki/LZMA
.tar.lzo,lzop 压缩 tar,TAR.LZO,https://en.wikipedia.org/wiki/Lzop
.tar.xz,xz 压缩 tar,TXZ,https://en.wikipedia.org/wiki/Xz
.tar.xz,xz 压缩 tar 存档,"tar.xz, txz",https://en.wikipedia.org/wiki/Tar_(computing)
.tar.z,Unix compress tar,TAR.Z,https://en.wikipedia.org/wiki/Compress
.tar.zst,zstd 压缩 tar,TZST,https://en.wikipedia.org/wiki/Zstd
.target,systemd target 单元,target,https://www.freedesktop.org/software/systemd/man/systemd.target.html
.tbz,bzip2 压缩 tar,TBZ,https://en.wikipedia.org/wiki/Bzip2
.tbz2,bzip2 压缩 tar,TBZ2,https://en.wikipedia.org/wiki/Bzip2
.tc,TrueCrypt 卷文件,tc,https://en.wikipedia.org/wiki/TrueCrypt
.tcl,Tcl 脚本,TCL,https://en.wikipedia.org/wiki/Tcl
.tcr,Psion 3/EPOC book (TCR),Psion e-book;legacy;compressed,https://en.wikipedia.org/wiki/Psion
.tdo,LaTeX todo notes,LaTeX todo;modified,https://en.wikipedia.org/wiki/LaTeX
.tekton.yaml,Tekton CI/CD 任务定义,tekton,https://tekton.dev/docs/
.temp,临时文件(长扩展名),temp,https://en.wikipedia.org/wiki/Temporary_file
.terminfo,terminfo 终端能力数据库,"terminfo, ti",https://en.wikipedia.org/wiki/Terminfo
.terraform.tf,Terraform 配置/代码,"tf, HCL",https://www.terraform.io/docs/language/index.html
.tesc,GLSL 镶嵌控制着色器,TESC,https://en.wikipedia.org/wiki/Tessellation_indirect
.tese,GLSL 镶嵌求值着色器,TESE,https://en.wikipedia.org/wiki/Tessellation_indirect
.tex,LaTeX source document (TeX),TeX/LaTeX;plain text source;Knuth's TeX,https://en.wikipedia.org/wiki/LaTeX
.text,Generic text file,Plain text;UTF-8/ASCII;Unix/Windows,https://en.wikipedia.org/wiki/Text_file
.textformat,Unity TMP 文本格式,TEXTFORMAT,https://en.wikipedia.org/wiki/Unity_(game_engine)
.tfstate,Terraform 状态文件,tfstate,https://www.terraform.io/docs/state/index.html
.tfvars,Terraform 变量声明,"tfvars, tfvars.json",https://www.terraform.io/docs/language/values/variables.html
.tga,Truevision TGA (TARGA) raster image,TGA 1.0/2.0;8/16/24/32 bpp;RLE compression;alpha;origin at top/bottom;extension area,https://en.wikipedia.org/wiki/Truevision_TGA
.tgz,gzip 压缩 tar,tgz,https://en.wikipedia.org/wiki/Tar_(computing)
.thmx,Microsoft Office theme file,OOXML theme;XML,https://en.wikipedia.org/wiki/Microsoft_Office_Open_XML
.thrift,Apache Thrift IDL,Thrift IDL;binary/compact/JSON,https://en.wikipedia.org/wiki/Apache_Thrift
.ti,terminfo 编译源文件,ti,https://en.wikipedia.org/wiki/Terminfo
.tib,Acronis True Image 备份,"TIB, TIBX",https://en.wikipedia.org/wiki/Acronis_True_Image
.tif,Short alternate extension for Tagged Image File Format,Same as .tiff;Baseline TIFF 6.0 / BigTIFF;various photometric interpretations and compression schemes,https://en.wikipedia.org/wiki/TIFF
.tiff,Tagged Image File Format flexible raster container for print/photo,Baseline TIFF 6.0;BigTIFF;TIFF/EP;LZW/DEFLATE/JPEG/CCITT Fax compression;CMYK/RGB/Gray/YCbCr/PhotoMetric Interpreted,https://en.wikipedia.org/wiki/TIFF
.tiled,Map editor file (rare),Tiled XML,https://en.wikipedia.org/wiki/Tiled_(software)
.timer,systemd 定时器单元,timer,https://www.freedesktop.org/software/systemd/man/systemd.timer.html
.tivo,TiVo 录制文件,TiVo,https://en.wikipedia.org/wiki/TiVo
.tmf,TiVo Meta File,TMF,https://en.wikipedia.org/wiki/TiVo
.tmp,临时文件,TMP,https://en.wikipedia.org/wiki/Temporary_file
.tmux.conf,tmux 配置,tmux.conf,https://github.com/tmux/tmux/wiki/Getting-Started
.tmx,Tiled Map Editor XML,TMX 1.4/1.8;XML,https://en.wikipedia.org/wiki/Tiled_(software)
.toc,Table of contents (multiple meanings),eBook TOC;SQL Server,https://en.wikipedia.org/wiki/Table_of_contents
.toml,Tom's Obvious Minimal Language (Rust),TOML 0.5/1.0;key/value;tables;arrays;INI-like,https://en.wikipedia.org/wiki/TOML
.topojson,TopoJSON topological geometry,TopoJSON;arcs;arcs,https://en.wikipedia.org/wiki/TopoJSON
.tp,MPEG-2 TS 扩展,TP/TPR/TRP,https://en.wikipedia.org/wiki/MPEG_transport_stream
.tpic,Truevision TGA alternate filename,TGA format;RLE/uncompressed;1/4/8/16/24/32 bpp;colormapped/direct,https://en.wikipedia.org/wiki/Truevision_TGA
.tpr,TPP MPEG-2 TS,TPR,https://en.wikipedia.org/wiki/MPEG_transport_stream
.trace,跟踪/分析数据,trace,https://en.wikipedia.org/wiki/Tracing_(software)
.traefik,Traefik 配置(TOML/YAML),traefik.yml,https://doc.traefik.io/traefik/
.travis.yml,Travis CI 配置,travis-ci,https://docs.travis-ci.com/user/customizing-the-build/
.trc,Time Reference Code,TRC,https://en.wikipedia.org/wiki/Timecode
.trp,MPEG-2 TS 录制,TRP,https://en.wikipedia.org/wiki/MPEG_transport_stream
.truststore,Java 信任库扩展名,truststore,https://docs.oracle.com/javase/8/docs/api/java/security/KeyStore.html
.ts,TypeScript source code,TypeScript 1.0-5+;Microsoft;transpiled,https://en.wikipedia.org/wiki/TypeScript
.ts,MPEG Transport Stream,TS/M2TS/TP,https://en.wikipedia.org/wiki/MPEG_transport_stream
.ts,Qt Linguist 翻译源,"ts, QM",https://doc.qt.io/qt-6/linguist-translators.html
.tsdb,通用时序数据库文件或 OpenTSDB TSDB,TSDB,https://en.wikipedia.org/wiki/OpenTSDB
.tsql,T-SQL script,Microsoft SQL Server;T-SQL,https://en.wikipedia.org/wiki/Transact-SQL
.tst,Scilab 测试,tst,https://en.wikipedia.org/wiki/Scilab
.tsv,Tab-Separated Values tabular text,Tab-delimited;RFC 4180-like;UTF-8/UTF-16,https://en.wikipedia.org/wiki/Tab-separated_values
.tsx,TypeScript with JSX,React TSX;transpiled,https://en.wikipedia.org/wiki/TypeScript
.tta,True Audio 无损,TTA1,https://en.wikipedia.org/wiki/True_Audio
.ttc,TrueType Collection,TTC,https://en.wikipedia.org/wiki/TrueType
.ttf,TrueType Font,TTF/TTC,https://en.wikipedia.org/wiki/TrueType
.ttml,Timed Text Markup Language,TTML/DFXP,https://en.wikipedia.org/wiki/Timed_Text_Markup_Language
.ttp,TeleType,TTP,https://en.wikipedia.org/wiki/Teleprinter
.tts,TTS 文本转语音,TTS,https://en.wikipedia.org/wiki/Text-to-speech
.txt,Plain text file (ASCII/UTF-8/UTF-16),UTF-8/UTF-16;CRLF/LF/CR;charset;no formatting,https://en.wikipedia.org/wiki/Text_file
.tzst,zstd 压缩 tar,TZST,https://en.wikipedia.org/wiki/Zstd
.udeb,Mini Debian 调试包,UDEB,https://en.wikipedia.org/wiki/Deb_(file_format)
.udf,UDF 文件系统镜像,UDF,https://en.wikipedia.org/wiki/Universal_Disk_Format
.udl,Microsoft Universal Data Link,OLE DB;UDL,https://en.wikipedia.org/wiki/OLE_DB
.ufs,"Unix File System, BSD 传统 FS","UFS1, UFS2",https://en.wikipedia.org/wiki/Unix_File_System
.ui,Qt Designer UI XML,ui,https://doc.qt.io/qt-6/designer-manual.html
.umd,UMD mobile reader book,UMD format;Chinese mobile ebooks;compressed,https://en.wikipedia.org/wiki/UMD_(file_format)
.umx,Unreal Engine UMX 音乐,UMX music,https://en.wikipedia.org/wiki/UMX
.unity3d,Unity 资源包,UNITY3D,https://en.wikipedia.org/wiki/Unity_(game_engine)
.upd,固件更新包,UPD,https://en.wikipedia.org/wiki/Firmware
.usd,Universal Scene Description (Pixar),USD v1.0+;ASCII/CRATE/JSON;Crate binary;binary LZ4-compressed,https://en.wikipedia.org/wiki/Universal_Scene_Description
.usda,ASCII-only USD variant,USD ASCII format;human-readable;Pixar,https://en.wikipedia.org/wiki/Universal_Scene_Description
.usdc,USD Crate binary,USD Crate;binary;efficient for large scenes,https://en.wikipedia.org/wiki/Universal_Scene_Description
.usdz,Apple usdz archive (zip),USD + assets inside zip (uncompressed);Apple AR Quick Look,https://en.wikipedia.org/wiki/Universal_Scene_Description
.user,VS 用户文件 (csproj.user),user,https://en.wikipedia.org/wiki/Visual_Studio
.vagrantfile,Vagrantfile 虚拟机编排,Vagrantfile,https://www.vagrantup.com/docs/vagrantfile
.vb,Visual Basic .NET source code,VB.NET 7.0-7.1;Roslyn,https://en.wikipedia.org/wiki/Visual_Basic_.NET
.vbe,VBScript Encoded,VBScript encoded (encoded; decode to read),https://en.wikipedia.org/wiki/VBScript
.vbhtml,Razor VB.NET template,ASP.NET Razor;.vbhtml,https://en.wikipedia.org/wiki/ASP.NET_Razor
.vbk,Veeam 备份文件,"VBK, VBR",https://en.wikipedia.org/wiki/Veeam
.vbm,Veeam 备份元数据,VBM,https://en.wikipedia.org/wiki/Veeam
.vbox,VirtualBox VM 配置/磁盘,"vbox, vbox-extpack",https://en.wikipedia.org/wiki/VirtualBox
.vbox-extpack,VirtualBox 扩展包,vbox-extpack,https://en.wikipedia.org/wiki/VirtualBox
.vbox-prev,VirtualBox 上一版本快照,vbox-prev,https://en.wikipedia.org/wiki/VirtualBox
.vbproj,.NET Visual Basic 项目文件,vbproj,https://en.wikipedia.org/wiki/.NET_Project
.vbr,卷引导记录,VBR,https://en.wikipedia.org/wiki/Volume_boot_record
.vbs,VBScript file,VBScript;Windows Script Host,https://en.wikipedia.org/wiki/VBScript
.vcf,Variant Call Format,VCF 4.x;VCF,https://en.wikipedia.org/wiki/Variant_Call_Format
.vcl,Varnish Configuration Language,vcl,https://varnish-cache.org/docs/
.vct,FoxPro Visual class library,VCT,https://en.wikipedia.org/wiki/Visual_FoxPro
.vcxproj,Visual Studio C++ 项目文件,vcxproj,https://en.wikipedia.org/wiki/Visual_Studio
.vdex,Android verified DEX,VDEX,https://en.wikipedia.org/wiki/Android_Runtime
.vdi,VirtualBox 虚拟磁盘镜像,"dynamic, fixed",https://en.wikipedia.org/wiki/VirtualBox#VirtualBox_Disk_Image
.veracrypt,VeraCrypt 卷文件,"veracrypt, hc",https://en.wikipedia.org/wiki/VeraCrypt
.vert,GLSL 顶点着色器,VERT,https://en.wikipedia.org/wiki/Vertex_shader
.vfw,Video for Windows,VFW,https://en.wikipedia.org/wiki/Video_for_Windows
.vgm,Video Game Music 日志,VGM,https://en.wikipedia.org/wiki/Video_Game_Music
.vgz,VGM gzip 压缩,VGZ,https://en.wikipedia.org/wiki/Video_Game_Music
.vhd,Virtual Hard Disk,VHD,https://en.wikipedia.org/wiki/Virtual_Hard_Disk
.vhd,"Microsoft 虚拟硬盘, 早期 Hyper-V/Virtual PC 格式","fixed, dynamic, differencing",https://en.wikipedia.org/wiki/VHD_(file_format)
.vhdx,Hyper-V VHDX,VHDX,https://en.wikipedia.org/wiki/Virtual_Hard_Disk
.vhdx,"Microsoft 虚拟硬盘 v2, 替换 VHD, 最大 64TB","fixed, dynamic, differencing",https://en.wikipedia.org/wiki/VHD_(file_format)
.vib,Veeam 增量备份元数据,VIB,https://en.wikipedia.org/wiki/Veeam
.viminfo,Vim 编辑器历史,viminfo,https://vimhelp.org/options.txt.html
.vimrc,Vim 配置,vimrc,https://vimhelp.org/starting.txt.html
.vmcore,Linux 内核崩溃转储,"ELF vmcore, kdump",https://en.wikipedia.org/wiki/Kdump
.vmdk,VMware 虚拟磁盘,VMDK,https://en.wikipedia.org/wiki/VMDK
.vmem,VMware 虚拟机内存转储,raw memory,https://www.fileinfo.com/extension/vmem
.vmrs,VMware VM 运行时状态,vmrs,https://en.wikipedia.org/wiki/VMware
.vmsd,VMware VM 快照元数据,vmsd,https://en.wikipedia.org/wiki/VMware
.vmsn,VMware VM 快照状态,vmsn,https://en.wikipedia.org/wiki/VMware
.vmx,VMware VM 主配置,vmx,https://en.wikipedia.org/wiki/VMware
.vmxf,VMware VM 团队配置 (multi-VM),vmxf,https://en.wikipedia.org/wiki/VMware
.vob,DVD Video Object,VOB,https://en.wikipedia.org/wiki/DVD-Video
.voc,Creative Labs Sound Blaster VOC,VOC files,https://en.wikipedia.org/wiki/Creative_Labs_VOC_file
.vox,Dialogic ADPCM 语音,VOX/ADPCM,https://en.wikipedia.org/wiki/Dialogic_ADPCM
.vpc,Connectix/Microsoft Virtual PC 虚拟硬盘,VHD variant,https://en.wikipedia.org/wiki/Virtual_PC
.vpk,Valve Pak VPK,Source Engine VPK,https://en.wikipedia.org/wiki/Source_engine
.vpp,Rockstar VPP,VPP,https://en.wikipedia.org/wiki/Rockstar_Games
.vrb,Veeam 逆增量,VRB,https://en.wikipedia.org/wiki/Veeam
.vswp,VMware 虚拟机交换文件,swap,https://www.fileinfo.com/extension/vswp
.vti,"VTK ImageData XML, 结构化",vti,https://vtk.org/wp-content/uploads/2021/03/VTKFileFormats.pdf
.vtk,Visualization Toolkit legacy format,VTK v1-v4 (legacy ASCII and binary);datasets: structured/unstructured/rectilinear/polydata,https://en.wikipedia.org/wiki/VTK
.vtp,VTK PolyData XML,vtp,https://vtk.org/wp-content/uploads/2021/03/VTKFileFormats.pdf
.vtr,VTK RectilinearGrid XML,vtr,https://vtk.org/wp-content/uploads/2021/03/VTKFileFormats.pdf
.vts,VTK StructuredGrid XML,vts,https://vtk.org/wp-content/uploads/2021/03/VTKFileFormats.pdf
.vtt,WebVTT 字幕,VTT,https://en.wikipedia.org/wiki/WebVTT
.vtu,VTK UnstructuredGrid XML,vtu,https://vtk.org/wp-content/uploads/2021/03/VTKFileFormats.pdf
.wad,Quake WAD 资源包,WAD,https://en.wikipedia.org/wiki/Doom_engine
.war,Web Application Archive,WAR,https://en.wikipedia.org/wiki/WAR_(file_format)
.warc,"Web ARChive, 网页存档 (ISO 28500)",WARC 0.18/1.0,https://en.wikipedia.org/wiki/Web_ARChive
.warc.gz,gzip 压缩的 WARC,WARC.gz,https://en.wikipedia.org/wiki/Web_ARChive
.wasm,WebAssembly 二进制,WASM,https://en.wikipedia.org/wiki/WebAssembly
.wat,WebAssembly 文本,WAT,https://en.wikipedia.org/wiki/WebAssembly
.wav,Microsoft 未压缩 PCM 音频容器,WAVEFORMAT PCM/WAVE-Extensible/BWF/RF64,https://en.wikipedia.org/wiki/WAV
.wavpack,WavPack 混合无损/有损,WavPack/WV 校正文件,https://en.wikipedia.org/wiki/WavPack
.wax,Windows Media Audio Redirector,WAX,https://en.wikipedia.org/wiki/Advanced_Stream_Redirector
.wbk,Microsoft Works backup,WBK;Works,https://en.wikipedia.org/wiki/Microsoft_Works
.wbmp,Wireless Bitmap for mobile devices,WBMP 0/1-bit;type/length/header;used in WAP/early SMS/EMS,https://en.wikipedia.org/wiki/Wireless_Application_Protocol_Bitmap_Format
.wdb,Microsoft Works database,WDB;Microsoft Works,https://en.wikipedia.org/wiki/Microsoft_Works
.weaviate,Weaviate 向量数据库,weaviate,https://weaviate.io/developers/weaviate
.webm,WebM 开放媒体容器,WebM=Matroska+VP8/VP9/AV1,https://en.wikipedia.org/wiki/WebM
.webp,Google WebP modern raster image with lossless/lossy and animation,WebP lossless (VP8L);lossy (VP8);animated WebP;alpha channel;Exif/XMP;ICC profile,https://en.wikipedia.org/wiki/WebP
.wim,"Windows Imaging Format, 用于 Windows 部署","wim v1/v2, split swm",https://en.wikipedia.org/wiki/Windows_Imaging_Format
.wk1,Lotus 1-2-3 v1.0 工作表,wk1,https://en.wikipedia.org/wiki/Lotus_1-2-3
.wk2,Lotus 1-2-3 v2.0 工作表,wk2,https://en.wikipedia.org/wiki/Lotus_1-2-3
.wk3,Lotus 1-2-3 v3.0 工作表,wk3,https://en.wikipedia.org/wiki/Lotus_1-2-3
.wk4,Lotus 1-2-3 v4.0 工作表,wk4,https://en.wikipedia.org/wiki/Lotus_1-2-3
.wks,Microsoft Works spreadsheet,Microsoft Works;WKS,https://en.wikipedia.org/wiki/Microsoft_Works
.wks,Lotus 1-2-3 v1.0 早期工作表,wks,https://en.wikipedia.org/wiki/Lotus_1-2-3
.wm,Windows Media 流,WM/WMV/WMA,https://en.wikipedia.org/wiki/Advanced_Systems_Format
.wma,Windows Media Audio 有损,WMA/WMA Pro/WMA Lossless/WMA Voice,https://en.wikipedia.org/wiki/Windows_Media_Audio
.wma-l,Windows Media Audio Lossless,WMALossless,https://en.wikipedia.org/wiki/Windows_Media_Audio
.wmf,Windows Metafile vector,WMF 16-bit;Windows 3.x GDI;vector;older;EMF replacement,https://en.wikipedia.org/wiki/Windows_Metafile
.wmp,Windows Media Player 流,WMP,https://en.wikipedia.org/wiki/Windows_Media_Player
.wms,Windows Media 流,WMS,https://en.wikipedia.org/wiki/Advanced_Systems_Format
.wmv,Windows Media Video,WMV,https://en.wikipedia.org/wiki/Windows_Media_Video
.wmx,Windows Media Audio/Video Redirector,WMX,https://en.wikipedia.org/wiki/Advanced_Stream_Redirector
.wmz,Compressed Windows Metafile,WMF compressed (gzip);32-bit/16-bit variants,https://en.wikipedia.org/wiki/Windows_Metafile
.woff,Web Open Font Format,WOFF,https://en.wikipedia.org/wiki/Web_Open_Font_Format
.woff2,WOFF 2.0 (Brotli 压缩),WOFF2,https://en.wikipedia.org/wiki/Web_Open_Font_Format
.wow,MOD + Adlib 音色,WOW,https://en.wikipedia.org/wiki/669_(tracker)
.wp,WordPerfect document (legacy),WordPerfect 4-5,https://en.wikipedia.org/wiki/WordPerfect
.wpd,WordPerfect Document,WordPerfect 5-12;WPD,https://en.wikipedia.org/wiki/WordPerfect
.wps,Microsoft Works word processor,WPS;Microsoft Works;legacy,https://en.wikipedia.org/wiki/Microsoft_Works
.wrl,VRML 97 (Virtual Reality Modeling Language),VRML 1.0/2.0/97;X3D successor,https://en.wikipedia.org/wiki/VRML
.wsdl,Web Services Description Language,W3C WSDL 1.1/2.0;XML;SOAP,https://en.wikipedia.org/wiki/Web_Services_Description_Language
.wsf,Windows Script File,XML;mixed VBScript/JScript,https://en.wikipedia.org/wiki/Windows_Script_Host
.wsh,Windows Script Host settings,WSCript;Windows Script Host configuration,https://en.wikipedia.org/wiki/Windows_Script_Host
.wtmp,Linux 登录记录二进制,wtmp,https://en.wikipedia.org/wiki/Utmp
.wv,WavPack 音频文件,WV lossy/hybrid/lossless,https://en.wikipedia.org/wiki/WavPack
.wvx,Windows Media Video Redirector,WVX,https://en.wikipedia.org/wiki/Advanced_Stream_Redirector
.x,DirectX .X 3D 模型,X Text/Binary,https://en.wikipedia.org/wiki/DirectX
.x3d,Extensible 3D (Web3D Consortium),X3D 3.0/3.1/4.0;XML;VRML successor,https://en.wikipedia.org/wiki/X3D
.x3f,Sigma/Foveon X3F RAW,X3F 8/12/16-bit;Foveon X3 sensor (layered);Sigma,https://en.wikipedia.org/wiki/Raw_image_format
.xaml,Extensible Application Markup Language (Microsoft),XAML/WPF/UWP;XML vector+UI;XPS also uses XAML,https://en.wikipedia.org/wiki/Extensible_Application_Markup_Language
.xap,Windows Phone XAP 容器,XAP,https://en.wikipedia.org/wiki/XAP_(file_format)
.xapk,APK 集合 (OBB),XAPK,https://en.wikipedia.org/wiki/Android_App_Bundle
.xavc,Sony XAVC MPEG-4 容器,XAVC/XAVC S/XAVC HS,https://en.wikipedia.org/wiki/XAVC
.xavc-s,XAVC-S MP4 容器,XAVC-S Long GOP,https://en.wikipedia.org/wiki/XAVC
.xbm,X BitMap ASCII-encoded C source for 1-bit images,XBM 1-bit;X10/X11;C preprocessor #define width/height;bits as hex strings,https://en.wikipedia.org/wiki/X_BitMap
.xcf,GIMP native image format with layers and metadata,XCF v3-v12;layers/channels/paths;GIMP RLE/zip compression;parasite data,https://en.wikipedia.org/wiki/XCF_(file_format)
.xcodeproj,Xcode 项目包,xcodeproj,https://developer.apple.com/library/archive/featuredarticles/XcodeConcepts/Concept-Projects.html
.xcworkspace,Xcode 工作区,xcworkspace,https://developer.apple.com/library/archive/featuredarticles/XcodeConcepts/Concept-Workspace.html
.xdcam,Sony XDCAM MXF,XDCAM HD/4K,https://en.wikipedia.org/wiki/XDCAM
.xdv,XeTeX extended DVI,XeTeX intermediate;font support;Unicode,https://en.wikipedia.org/wiki/XeTeX
.xfdf,XML Forms Data Format,XFDF 2.0/3.0;XML;PDF form data;W3C,https://en.wikipedia.org/wiki/XFDF
.xfl,Adobe Flash XML source variant (Flash CC 2014+),XFL XML-based Flash source;zip container (FLA),https://en.wikipedia.org/wiki/Flash_(software)
.xfs,SGI 高性能 64-bit 日志文件系统,xfs v5/v6/v7,https://en.wikipedia.org/wiki/XFS
.xhtml,Extensible HTML (XML-strict),XHTML 1.0/1.1/2.0 (W3C);XML 1.0;HTML-compatible,https://en.wikipedia.org/wiki/XHTML
.xib,iOS Interface Builder XML,xib,https://en.wikipedia.org/wiki/Interface_Builder
.xla,Excel 97-2003 add-in (binary),XLS CFB add-in;legacy,https://en.wikipedia.org/wiki/Microsoft_Excel
.xlam,Excel 2007+ macro-enabled add-in,OOXML zip+XML+VBA add-in,https://en.wikipedia.org/wiki/Microsoft_Office_Open_XML
.xll,Excel DLL/XLL add-in (C/C++),Win32 DLL;xlAuto* exports;Microsoft Excel SDK,https://en.wikipedia.org/wiki/Microsoft_Office
.xls,Microsoft Excel 97-2003 binary workbook,XLS BIFF8/BIFF5;CFB+OLE;VBA;XLSB BIFF12 alternative,https://en.wikipedia.org/wiki/Microsoft_Excel
.xlsb,Excel 2007+ binary workbook (BIFF12),OOXML zip+BIFF12;faster load,https://en.wikipedia.org/wiki/Microsoft_Office_Open_XML
.xlsm,Excel 2007+ macro-enabled workbook,OOXML zip+XML+VBA,https://en.wikipedia.org/wiki/Microsoft_Office_Open_XML
.xlsx,Microsoft Excel 2007+ Open XML workbook,OOXML/ISO/IEC 29500;ECMA-376;zip+XML;strict/transitional,https://en.wikipedia.org/wiki/Microsoft_Excel
.xlsx,Office Open XML Excel,XLSX,https://en.wikipedia.org/wiki/Office_Open_XML
.xlt,Excel 97-2003 template,XLS CFB template,https://en.wikipedia.org/wiki/Microsoft_Excel
.xltm,Excel 2007+ macro-enabled template,OOXML zip+XML+VBA,https://en.wikipedia.org/wiki/Microsoft_Office_Open_XML
.xltx,Excel 2007+ Open XML template,OOXML zip+XML;macro-free,https://en.wikipedia.org/wiki/Microsoft_Office_Open_XML
.xm,FastTracker II 扩展模块,XM,https://en.wikipedia.org/wiki/XM_(file_format)
.xmeml,Final Cut Pro XML 旧版,XMEML,https://en.wikipedia.org/wiki/Final_Cut_Pro
.xmf,XMF 可扩展音乐格式,XMF Type 0/1/Mobile XMF,https://en.wikipedia.org/wiki/Extensible_Music_Format
.xml,Extensible Markup Language,W3C XML 1.0/1.1;UTF-8/16;DTD/Schema,https://en.wikipedia.org/wiki/XML
.xmlsig,XML 数字签名元素,xmlsig,https://www.w3.org/TR/xmldsig-core/
.xpak,Unreal Engine XPAK,XPAK,https://en.wikipedia.org/wiki/Unreal_Engine
.xpi,Mozilla 扩展包,XPI,https://en.wikipedia.org/wiki/XPInstall
.xpm,X PixMap ASCII C-source for indexed-color images,XPM version 1/2/3;indexed/8-bit/truecolor;XPM2/XPM3 extensions;transparency color key,https://en.wikipedia.org/wiki/X_PixMap
.xport,SAS XPORT 旧扩展,xport,https://en.wikipedia.org/wiki/SAS_XPORT
.xps,XML Paper Specification,Microsoft XPS 1.0;OOXML;Open XML;fixed-page,https://en.wikipedia.org/wiki/Open_XML_Paper_Specification
.xpt,SAS XPORT/XPT 传输格式,"xpt, xport",https://en.wikipedia.org/wiki/SAS_XPORT
.xsd,XML Schema Definition (W3C),XSD 1.0/1.1;XML Schema,https://en.wikipedia.org/wiki/XML_Schema_(W3C)
.xsi,Softimage XSI scene,SOFTIMAGE|XSI;dotXSI ASCII/binary;animation,https://en.wikipedia.org/wiki/Softimage
.xsig,XML 数字签名,"xmlsig, dsig",https://www.w3.org/TR/xmldsig-core/
.xsl,Extensible Stylesheet Language (W3C),XSL 1.0/1.1,https://en.wikipedia.org/wiki/XSL
.xslt,XSL Transformations,XSLT 1.0/2.0/3.0,https://en.wikipedia.org/wiki/XSLT
.xspf,XSPF XML Shareable Playlist,XSPF,https://en.wikipedia.org/wiki/XML_Shareable_Playlist_Format
.xyz,XYZ chemical structure,XYZ chemistry,https://en.wikipedia.org/wiki/XYZ_file_format
.xz,XZ 压缩,xz,https://en.wikipedia.org/wiki/Xz
.xz.001,XZ 多卷第一段,xz.001,https://en.wikipedia.org/wiki/Xz
.xzp,Xbox 压缩包 XZP,XZP,https://en.wikipedia.org/wiki/Xbox
.y,Alias Maya IGES,Y (IGES),https://en.wikipedia.org/wiki/IGES
.yam,YAML document (rare),YAML 1.2,https://en.wikipedia.org/wiki/YAML
.yaml,YAML Ain't Markup Language data serialization,YAML 1.1/1.2;indentation-based;anchors,https://en.wikipedia.org/wiki/YAML
.yarn.lock,Yarn 锁定依赖,yarn.lock v1,https://classic.yarnpkg.com/lang/en/docs/yarn-lock/
.yml,Short alternate extension for YAML,YAML 1.1/1.2;same as .yaml,https://en.wikipedia.org/wiki/YAML
.yuv,YUV raw video frame,YUV/YV12;raw video frame,https://en.wikipedia.org/wiki/YUV
.z,Unix compress 压缩,Z/TAR.Z,https://en.wikipedia.org/wiki/Compress
.z,Alias Maya Z (NURBS),Z (NURBS),https://en.wikipedia.org/wiki/IGES
.z01,ZIP 多卷第 2 段,z01/z02,https://en.wikipedia.org/wiki/ZIP_(file_format)
.z02,ZIP 多卷第 3 段,z02,https://en.wikipedia.org/wiki/ZIP_(file_format)
.zfs,"Sun ZFS, 128-bit CoW 文件系统","zfs, lz4, zstd, gzip",https://en.wikipedia.org/wiki/ZFS
.zip,PKZIP 归档压缩,ZIP/Zip64,https://en.wikipedia.org/wiki/ZIP_(file_format)
.zip64,大于 4GB ZIP 扩展,ZIP64,https://en.wikipedia.org/wiki/ZIP_(file_format)
.zipx,WinZip 扩展归档,ZIPX,https://en.wikipedia.org/wiki/ZIP_(file_format)
.zone,DNS 区域文件 RFC 1035,"zone, BIND, RFC 1035",https://en.wikipedia.org/wiki/Zone_file
.zsav,SPSS 压缩数据格式,zsav,https://en.wikipedia.org/wiki/SPSS
